stock,name,ticker,country,base_quarter,forecast_quarter,current_weight,predicted_change_%,predicted_weight,actual_weight,model,error,naive_error,low,high
CNE000000PC0,GD Power Development Co Ltd Class A,600795,CHN,Dec-22,Dec-23,0.012629074055966675,0.0,0.013295000145291334,0.011747907968696344,naive (no feature history),0.0015470921765949903,0.0008811660872703308,0.007608244110408644,0.023705679379045032
CNE100000B81,Iflytek Co Ltd Class A,002230,CHN,Dec-22,Dec-23,0.012478488912215088,-11.494281531525456,0.011626531320290715,0.014395174108248733,ridge_a0.1,-0.0027686427879580183,-0.0019166851960336455,0.006581270634135539,0.020369252392009082
CNE000000RB8,TBEA Co Ltd Class A,600089,CHN,Dec-22,Dec-23,0.012438332873881328,-10.563589650612164,0.011710983567268083,0.0107910647857256,ridge_a0.1,0.0009199187815424822,0.0016472680881557279,0.006637929908430587,0.02029358051128638
CNE100001WS9,Guosen Securities Co Ltd Class A,002736,CHN,Dec-22,Dec-23,0.012368059806797251,-9.65872861947976,0.01176263473984053,0.008834852056096526,ridge_a0.1,0.0029277826837440044,0.0035332077507007256,0.006775209817524724,0.02049700010635693
CNE000000C66,Shanghai Baosight Software Co Ltd Class A,600845,CHN,Dec-22,Dec-23,0.01226766971096286,-13.223577919651742,0.011206774952074445,0.013778541834778698,ridge_a0.1,-0.002571766882704253,-0.0015108721238158377,0.006427604881559343,0.020212996325536917
CNE100001QW3,China Everbright Bank Co Ltd Class H,06818,CHN,Dec-22,Dec-23,0.012197396643878783,-8.463489904492683,0.011753801007538684,0.009206957738362925,ridge_a0.1,0.00254684326917576,0.0029904389055158583,0.00675083252945674,0.020495407174573505
CNE100002TX3,Shanghai Putailai New Energy Technology Co Ltd Class A,603659,CHN,Dec-22,Dec-23,0.012086967538460952,-13.15615520115525,0.011050278782025693,0.006761691826326583,ridge_a0.1,0.00428858695569911,0.005325275712134369,0.006312386494453546,0.019167325055743253
CNE000001FW7,Hua Xia Bank Co Ltd Class A,600015,CHN,Dec-22,Dec-23,0.012006655461793438,-8.689414218316394,0.011541440417138381,0.012417698196775864,ridge_a0.1,-0.0008762577796374831,-0.00041104273498242597,0.006692017308294851,0.019201967581595137
CNE100002GQ4,Bank Of Hangzhou Co Ltd Class A,600926,CHN,Dec-22,Dec-23,0.011916304375542485,-8.05299119020516,0.01153442713148714,0.008877378419784115,ridge_a0.1,0.002657048711703025,0.0030389259557583696,0.0065354410109016246,0.020268448456848547
CNE000000RY0,China Zhenhua (Group) Science & Technology Co Ltd Class A,000733,CHN,Dec-22,Dec-23,0.011916304375542485,-10.831274175503696,0.011185901354962231,0.006262007052997418,ridge_a0.1,0.004923894301964813,0.005654297322545067,0.006462133100256627,0.019559962611341238
CNE0000009Y3,Tsingtao Brewery Co Ltd Class A,600600,CHN,Dec-22,Dec-23,0.011846031308458408,-7.346528517748127,0.011554506691936221,0.0075590611454688685,ridge_a0.1,0.0039954455464673525,0.00428697016298954,0.006640436316039549,0.020645302628266655
CNE000000X38,Shanghai Fosun Pharmaceutical (Group) Co Ltd Class A,600196,CHN,Dec-22,Dec-23,0.01181591427970809,-12.079888511212088,0.010936349939869295,0.008080009100641829,ridge_a0.1,0.002856340839227466,0.0037359051790662613,0.006204076909094689,0.019475677488650544
CNE100003MN7,Montage Technology Co Ltd Class A,688008,CHN,Dec-22,Dec-23,0.011685407155123378,0.0,0.012301574061302953,0.010131906148567979,naive (no feature history),0.0021696679127349745,0.0015535010065553991,0.006952761912587571,0.021709970908209333
CNE100001Y42,Chaozhou Three-Circle (Group) Co Ltd Class A,300408,CHN,Dec-22,Dec-23,0.01167536814553994,-12.594504318990554,0.010743014455136264,0.010514643421756275,ridge_a0.1,0.00022837103337998953,0.001160724723783665,0.006261472879579091,0.01916504470952597
CNE100001ZV6,Orient Securities Co Ltd Class A,600958,CHN,Dec-22,Dec-23,0.011655290126373062,-13.709959150865503,0.010587674949382316,0.010121274557646082,ridge_a0.1,0.0004664003917362342,0.0015340155687269801,0.006154925640212304,0.018312395914812016
CNE1000018V8,Great Wall Motor Co Ltd Class A,601633,CHN,Dec-22,Dec-23,0.011524783001788351,-12.403444542705497,0.01062763479909738,0.00874979932872135,ridge_a0.1,0.001877835470376031,0.0027749836730670014,0.006021709707882404,0.018354817051983344
CNE100003JW4,Pharmaron Beijing Co Ltd Class A,300759,CHN,Dec-22,Dec-23,0.011494665973038031,-14.240245145772828,0.010377595122956511,0.005698532734136869,ridge_a0.1,0.004679062388819642,0.005796133238901162,0.00579477067604045,0.018332909684596263
CNE100001TH8,Jiangsu King's Luck Brewery Joint-Stock Co Ltd Class A,603369,CHN,Dec-22,Dec-23,0.011424392905953956,-10.880318778116369,0.010718242821261768,0.008643483419502378,ridge_a0.1,0.0020747594017593903,0.0027809094864515785,0.006079482216099608,0.018410601500289853
CNE0000007J8,Changchun High and New Technology Industry Group Inc Class A,000661,CHN,Dec-22,Dec-23,0.01137419785803676,-12.056907618655984,0.010530266149790572,0.008207588191704595,ridge_a0.1,0.0023226779580859773,0.0031666096663321656,0.005866407227025863,0.018461704665198836
CNE100005D68,Pylon Technologies Co Ltd Clas A,688063,CHN,Dec-22,Dec-23,0.011344080829286441,0.0,0.011942249733051837,0.003465898640538469,naive (no feature history),0.008476351092513369,0.007878182188747973,0.006848325017528137,0.02133369205714504
CNE100000D55,Shanghai Electric Group Co Ltd Class A,601727,CHN,Dec-22,Dec-23,0.011303924790952683,-12.303450886597748,0.010435868545214347,0.01034453796700592,ridge_a0.1,9.133057820842616e-05,0.0009593868239467628,0.006003527413756112,0.017842529194988264
CNE1000000T0,Aluminum Corp of China Ltd Class A,601600,CHN,Dec-22,Dec-23,0.01120353469511829,-12.842227785363075,0.010279642728065688,0.013948647289529052,ridge_a0.1,-0.0036690045614633637,-0.002745112594410761,0.00584357087029965,0.019000084780573672
CNE100005D92,Zhejiang Supcon Technology Co Ltd Class A,688777,CHN,Dec-22,Dec-23,0.011183456675951413,0.0,0.0117731559315219,0.007612219100078355,naive (no feature history),0.004160936831443545,0.0035712375758730572,0.006922749825158523,0.020828816472923357
CNE0000012J8,YTO Express Group Co Ltd Class A,600233,CHN,Dec-22,Dec-23,0.011143300637617655,0.0,0.011730882481139415,0.0066979022807952,naive (no feature history),0.005032980200344215,0.004445398356822455,0.006833610747131512,0.019939465740234103
